id,name,Tipo de Comida,x,y,district,star,min_price,max_price,status
2409,Rinconcito Acobambino,Comida Peruana,-11.9765762,-76.7729257,CHACLACAYO,36,8,107,Funcionando
2410,la tienda azul,Comida Peruana,-11.9772591,-76.7722418,CHACLACAYO,40,22,95,Funcionando
2411,Como En Casa Sangucheria,Fast-Food,-11.9426313,-76.713262,LURIGANCHO,50,10,151,Funcionando
2412,Mr. Chicken Express,Polleria,-11.9792396,-76.786957,CHACLACAYO,49,19,165,Funcionando
2413,Pilotoburguer,Fast-Food,-11.9789258,-76.785353,CHACLACAYO,45,15,94,Funcionando
2414,QHAPAQ,Comida Peruana,-11.9757358,-76.7695476,CHACLACAYO,48,28,98,Funcionando
2415,Restaurante LA CUSQUEÃ‘ITA,Comida Peruana,-11.9864753,-76.8133548,CHACLACAYO,37,21,142,Funcionando
2416,Erico's Burger,Fast-Food,-11.9755939,-76.7693663,CHACLACAYO,42,3,146,Funcionando
2417,Pizza Raulito,Pizzeria,-11.9766594,-76.7737678,CHACLACAYO,40,26,150,Funcionando
2418,Restaurant Donde Dome,Comida Peruana,-11.9920822,-76.8217442,CHACLACAYO,36,9,134,Funcionando
2419,Centro Recreacional El Potao,Comida Peruana,-11.9661159,-76.7426995,CHACLACAYO,37,17,108,Funcionando
2420,Cevicheria Don del Toro,Mariscos,-11.9947641,-76.7682775,CHACLACAYO,10,20,106,Funcionando
2421,En paolito,Comida Peruana,-11.9847588,-76.807732,CHACLACAYO,40,3,95,Funcionando
2422,The Boss - RestoBar,Parrilla,-11.9735174,-76.7662697,CHACLACAYO,20,12,131,Funcionando
2423,Chifa Arca Oriental,Comida China,-11.9764635,-76.7697862,CHACLACAYO,27,18,101,Funcionando
2424,Fast food Sandy,Fast-Food,-11.9685435,-76.746064,CHACLACAYO,50,8,152,Funcionando
2425,Polleria Diego's,Polleria,-11.9745426,-76.7664779,CHACLACAYO,50,9,131,Funcionando
2426,Restaurant Turistico Puerto Palmero,Comida Peruana,-11.9920171,-76.8238777,CHACLACAYO,40,16,121,Funcionando
2427,Chifa Central Ã‘aÃ±a,Comida China,-11.9887724,-76.8194026,CHACLACAYO,33,23,106,Funcionando
2428,CEVICHERIA DON...DEL TORO,Mariscos,-11.9852084,-76.8175502,CHACLACAYO,42,15,82,Funcionando
2429,La Esquina Gourmet,Comida Peruana,-11.9788033,-76.7705646,CHACLACAYO,40,21,162,Funcionando
2430,Don Vito Pizzas y Pastas,Pizzeria,-11.976098,-76.773716,CHACLACAYO,50,28,95,Funcionando
2431,Restaurante Fuente De Soda Marlene,Jugueria,-11.9749527,-76.768269,CHACLACAYO,30,11,118,Funcionando
2432,Montagu,Comida Peruana,-11.9748185,-76.7650027,CHACLACAYO,40,9,84,Funcionando
2433,Pizzeria La Pergola,Pizzeria,-11.9757228,-76.7711292,CHACLACAYO,43,3,133,Funcionando
2434,La Guleria El chiri Y La Peta,Comida Peruana,-11.9753908,-76.7694649,CHACLACAYO,50,6,133,Funcionando
2435,MAT'S RESTOBar Para Llevar,Comida Peruana,-11.9849782,-76.8139447,CHACLACAYO,50,7,155,Funcionando
2436,Wallpa Brasa's,Polleria,-11.9887811,-76.8194828,CHACLACAYO,50,22,109,Funcionando
2437,Chinita Sabor Oriental,Comida Asiatica,-11.9804862,-76.7811273,CHACLACAYO,45,12,131,Funcionando
2438,Chifa Y Polleria Las Hermana,Polleria,-12.2046558,-77.0130303,CHORRILLOS,40,29,104,Funcionando
2439,Fuente De Soda Shalom,Jugueria,-11.981362,-76.7959869,CHACLACAYO,45,3,148,Funcionando
2440,Polleria Javich,Polleria,-12.004383,-76.8363351,ATE,42,9,90,Funcionando
2441,Restaurant La Mesa de Chaclacayo,Comida Peruana,-11.9759159,-76.7713743,CHACLACAYO,30,27,152,Funcionando
2442,Club Restaurante Chacla's Camp,Comida Peruana,-11.9667832,-76.7429254,CHACLACAYO,40,24,87,Funcionando
2443,Clubes Campestres el Chosicano,Comida Peruana,-11.96789,-76.746364,CHACLACAYO,42,11,129,Funcionando
2444,Estacion Uno Fuente De Soda,Jugueria,-11.9925205,-76.8237949,CHACLACAYO,41,5,97,Funcionando
2445,La Morochita - Pasteleria,Cafeteria,-11.976566,-76.769886,CHACLACAYO,45,19,160,Funcionando
2446,Justin Pizzeria A La LeÃ±a Las Palmeras,Pizzeria,-11.975256,-76.7703296,CHACLACAYO,41,9,100,Funcionando
2447,Pizza La Delicia,Pizzeria,-11.992189,-76.821744,CHACLACAYO,40,9,94,Funcionando
2448,Don Vito,Pizzeria,-11.9766936,-76.7730805,CHACLACAYO,40,17,116,Funcionando
2449,Don gonzalo pollos a la leÃ±a,Polleria,-11.986067,-76.8339573,LURIGANCHO,44,16,94,Funcionando
2450,Nelly Chiken Pollos y mas,Polleria,-11.9781361,-76.7846518,CHACLACAYO,32,13,154,Funcionando
2451,ðŸŒ– SOLSTICE NIGHT,Bar,-11.9861412,-76.8098052,CHACLACAYO,50,20,124,Funcionando
2452,RECEPCIONES CHINITO,Comida China,-11.9489201,-76.7198244,LURIGANCHO,33,4,84,Funcionando
2453,Mar y brasa,Polleria,-11.9757146,-76.7941439,LURIGANCHO,39,4,120,Funcionando
2454,Pizzeria BORGOROSSO,Pizzeria,-11.9362004,-76.6987314,LURIGANCHO,45,4,145,Funcionando
2455,Hacienda Haras El Embrujo,Comida Peruana,-11.9679781,-76.7512356,LURIGANCHO,43,11,142,Funcionando
2456,Restaurante Tinko Gourmet,Comida Peruana,-11.9754874,-76.7902816,LURIGANCHO,37,7,120,Funcionando
2457,La Incondicional,Comida Peruana,-11.976067,-76.7703184,CHACLACAYO,50,11,154,Funcionando
2458,Rinconcito Italiano,Comida Italiana,-11.937082,-76.696374,LURIGANCHO,40,9,168,Funcionando
2459,Vaikhunta_BebidasCreativas,Cafeteria,-11.9866595,-76.8147407,CHACLACAYO,41,30,157,Funcionando
2460,Pihuicho Pollo Peruano,Polleria,-11.9849531,-76.8318081,LURIGANCHO,34,3,108,Funcionando
2461,Ancora Chicken & Grill,Parrilla,-11.9356614,-76.6953516,LURIGANCHO,40,25,139,Funcionando
2462,Rocky's Chosica,Polleria,-11.9353977,-76.6936098,LURIGANCHO,39,13,162,Funcionando
2463,Chucuito Barra cevichera,Mariscos,-11.938187,-76.700156,LURIGANCHO,46,8,118,Funcionando
2464,Cevicheria chosica El Tiburon 1987,Mariscos,-11.938738,-76.6973549,LURIGANCHO,43,10,101,Funcionando
2465,Bohemia- Cafe,Cafeteria,-11.9857003,-76.8068472,CHACLACAYO,46,16,167,Funcionando
2466,Tienda & Panaderia - Las 3 Marias,Cafeteria,-11.9829408,-76.7787755,CHACLACAYO,46,5,119,Funcionando
2467,Justin RestoBar Club de Regatas,Comida Peruana,-11.9506358,-76.7074244,LURIGANCHO,42,10,134,Funcionando
2468,Panaderia Danilo,Cafeteria,-11.9755047,-76.7702407,CHACLACAYO,41,12,147,Funcionando
2469,Club Verde Es Vida,Comida Peruana,-11.9669607,-76.7463959,LURIGANCHO,47,8,112,Funcionando
2470,Las Tinajas,Polleria,-11.9376635,-76.6966632,LURIGANCHO,42,6,111,Funcionando
2471,Pihuicho,Polleria,-11.9908626,-76.8215198,CHACLACAYO,40,9,116,Funcionando
2472,Caldo De Gallina Lobito Restaurante,Comida Peruana,-11.932735,-76.693972,LURIGANCHO,43,19,104,Funcionando
2473,WOOD Sangucheria Cafeteria,Cafeteria,-11.9856031,-76.8086535,CHACLACAYO,39,17,155,Funcionando
2474,Delicia Francesa - Crepes & Waffles,Postres,-11.9770231,-76.7742716,CHACLACAYO,50,6,91,Funcionando
2475,Godfather Pizza Chosica,Pizzeria,-11.9371874,-76.695902,LURIGANCHO,37,19,162,Funcionando
2476,Chifa Chang Chosica,Comida China,-11.9352533,-76.6947198,LURIGANCHO,35,18,85,Funcionando
2477,El Encuentro Otani,Comida Peruana,-12.1825146,-76.998318,CHORRILLOS,44,9,95,Funcionando
2478,Sr Chaufero,Comida China,-12.1847313,-76.9980817,CHORRILLOS,44,24,136,Funcionando
2479,Cevicheria El Mariscon,Mariscos,-12.2029137,-77.0065782,CHORRILLOS,49,6,80,Funcionando
2480,Rustica,Buffet,-12.1724538,-76.9923886,CHORRILLOS,42,5,99,Funcionando
2481,El Algarrobo,Comida Peruana,-12.1798157,-76.9943507,CHORRILLOS,43,16,124,Funcionando
2482,El Hornero Chorrillos,Parrilla,-12.1673428,-77.0283143,CHORRILLOS,46,17,133,Funcionando
2483,El Ranchito,Polleria,-12.1825861,-76.994887,CHORRILLOS,44,29,121,Funcionando
2484,Restaurant Tambo Real,Comida Peruana,-12.1709419,-77.0009815,CHORRILLOS,44,29,132,Funcionando
2485,Restaurant SONIA,Comida Peruana,-12.1680997,-77.0310254,CHORRILLOS,44,5,121,Funcionando
2486,El Rinconcito Chorrillano,Comida Peruana,-12.180245,-77.0067857,CHORRILLOS,41,20,133,Funcionando
2487,Las Braza Pollos y Carnes,Polleria,-12.180582,-76.9985439,CHORRILLOS,41,10,158,Funcionando
2488,Depasada La Sangucheria,Fast-Food,-12.1861503,-76.9906551,CHORRILLOS,40,18,129,Funcionando
2489,Leo's Burger,Fast-Food,-12.20004,-77.007207,CHORRILLOS,47,6,80,Funcionando
2490,Las Canastas Chorrillos,Polleria,-12.1972419,-77.011526,CHORRILLOS,40,8,85,Funcionando
2491,Restaurante Bora Bora,Comida Peruana,-12.1839192,-77.0035272,CHORRILLOS,40,19,87,Funcionando
2492,Restaurant Crucero,Mariscos,-12.171288,-77.0008051,CHORRILLOS,42,3,151,Funcionando
2493,EL POINT,Comida Peruana,-12.1755706,-76.9944093,CHORRILLOS,45,11,130,Funcionando
2494,VICIOS BURGER (CHORRILLOS),Fast-Food,-12.1744728,-77.0017952,CHORRILLOS,44,23,135,Funcionando
2495,Las cascadas de villa Matellini,Comida Peruana,-12.1733679,-77.0047219,CHORRILLOS,45,29,144,Funcionando
2496,MI BarRIO-SANGUCHERiA,Fast-Food,-12.1946699,-76.9848387,CHORRILLOS,46,10,156,Funcionando
2497,Indigo Chorrillos,Polleria,-12.177834,-77.010602,CHORRILLOS,45,4,143,Funcionando
2498,Aquamar Restaurante Cevicheria & Show,Mariscos,-12.1807548,-77.0016926,CHORRILLOS,40,17,151,Funcionando
2499,PIMPOLLO,Mariscos,-12.1769057,-77.0062805,CHORRILLOS,45,21,110,Funcionando
2500,El Morro,Comida Peruana,-12.166548,-77.0261617,CHORRILLOS,45,14,160,Funcionando
2501,Casa Grande Restaurante & Eventos,Comida Peruana,-12.1735491,-77.0019681,CHORRILLOS,43,19,113,Funcionando
2502,El Paraiso Marino Restaurante | Cevicheria,Mariscos,-12.1727183,-77.022948,CHORRILLOS,44,16,123,Funcionando
2503,Punto D' Limon,Mariscos,-12.1799287,-77.0095639,CHORRILLOS,44,8,117,Funcionando
2504,Restaurante EL SABOR DEL CHEF - Pollos y Parrillas,Polleria,-12.1851395,-76.9911765,CHORRILLOS,50,13,157,Funcionando
2505,Brisas Marinas,Mariscos,-12.1970513,-76.9994886,CHORRILLOS,41,10,83,Funcionando
2506,Cevicheria Beto,Mariscos,-12.1679352,-77.0210205,CHORRILLOS,42,8,128,Funcionando
2507,Polleria Freddy Ckiken,Polleria,-12.1825295,-76.9992643,CHORRILLOS,40,17,93,Funcionando
2508,Restaurante O'Jhon,Comida Peruana,-12.1833414,-77.0096842,CHORRILLOS,46,16,163,Funcionando
2509,Deli Bakery,Comida Peruana,-12.1788931,-77.0144052,CHORRILLOS,43,9,117,Funcionando
2510,Rinconcito De La Selva,Comida Peruana,-12.1829917,-77.0006023,CHORRILLOS,42,7,134,Funcionando
2511,D'Garden Restaurant cevicheria,Comida Peruana,-12.1768165,-77.004202,CHORRILLOS,41,6,150,Funcionando
2512,RESTAURANTE ''SEÃ‘ORA CARMEN'',Comida Peruana,-12.1951563,-76.9941539,CHORRILLOS,41,6,165,Funcionando
2513,Marabunta - Anticuchos y Pollos,Parrilla,-12.1764786,-77.0066475,CHORRILLOS,42,20,112,Funcionando
2514,Pizzeria Don Sabino,Pizzeria,-12.182511,-76.999356,CHORRILLOS,42,7,149,Funcionando
2515,restaurante La Esquina,Comida Peruana,-12.1822458,-76.9937766,CHORRILLOS,41,21,125,Funcionando
2516,La Casa Del Chicharron,Chicharroneria,-12.1764138,-77.0071324,CHORRILLOS,44,4,84,Funcionando
2517,Malecon De Chorrillos,Mariscos,-12.1661055,-77.0267173,CHORRILLOS,47,8,124,Funcionando
2518,Cevicheria Beto - La Habana,Mariscos,-12.1723757,-77.0250473,CHORRILLOS,44,13,136,Funcionando
2519,Dos Peces Restaurante,Mariscos,-12.1681152,-77.0295507,CHORRILLOS,48,28,102,Funcionando
2520,Cevicheria Las Gaviotas,Mariscos,-12.1678517,-76.9985144,CHORRILLOS,40,18,151,Funcionando
2521,Restaurante 1875,Mariscos,-12.1664441,-77.0333719,CHORRILLOS,47,29,145,Funcionando
2522,Mar y Sazon,Mariscos,-12.1829323,-76.9949295,CHORRILLOS,35,30,110,Funcionando
2523,Restaurant Cuchita,Comida Peruana,-12.1920686,-77.0098371,CHORRILLOS,43,21,93,Funcionando
2524,Cevicheria Paola,Mariscos,-12.1678664,-76.9987746,CHORRILLOS,41,9,150,Funcionando
2525,Restaurant Polleria Kelly,Polleria,-12.1876748,-76.9924696,CHORRILLOS,30,10,104,Funcionando
2526,Pardos Chicken,Polleria,-12.1725673,-77.0129471,CHORRILLOS,42,23,129,Funcionando
2527,Atashai Gourmet,Comida Asiatica,-12.2047059,-77.0133069,CHORRILLOS,41,12,159,Funcionando
2528,Restaurant FirruÃ±af,Comida Peruana,-12.1830511,-77.0103297,CHORRILLOS,43,26,145,Funcionando
2529,SeÃ±or Cheff,Comida Peruana,-12.1681892,-77.0258307,CHORRILLOS,45,5,90,Funcionando
2530,Chifa Chun Koc,Comida China,-12.2036133,-77.0141913,CHORRILLOS,41,4,118,Funcionando
2531,Kazoku Nikkei-Peru / Sushi Bar,Comida Asiatica,-12.1803907,-77.0130758,CHORRILLOS,44,26,84,Funcionando
2532,Restaurant Cevicheria Playa Hermosa,Mariscos,-12.173583,-77.0206783,CHORRILLOS,44,7,102,Funcionando
2533,Mis Costillitas,Parrilla,-12.1718964,-77.0136827,CHORRILLOS,41,28,165,Funcionando
2534,La Chambira,Comida Peruana,-12.1882002,-77.0122071,CHORRILLOS,40,27,111,Funcionando
2535,Riviera,Comida Peruana,-12.1747169,-77.0331497,CHORRILLOS,43,16,108,Funcionando
2536,La Cocina De DoÃ±a Doris,Comida Peruana,-12.1735818,-77.0049719,CHORRILLOS,39,12,116,Funcionando
2537,Cevicheria El Circulo,Mariscos,-12.1633399,-77.0230825,CHORRILLOS,44,14,169,Funcionando
2538,Ventura's Pollos & Parrillas,Polleria,-12.1831535,-76.9997728,CHORRILLOS,39,8,144,Funcionando
2539,PIZZA RAUL MATELLINI - CHORRILLOS,Pizzeria,-12.1777064,-77.0080631,CHORRILLOS,41,19,103,Funcionando
2540,CHIFA XIUXING,Comida China,-12.18876,-77.0072251,CHORRILLOS,40,3,135,Funcionando
2541,Restaurante Turistico Â«Los FaisanesÂ»,Comida Peruana,-12.1741564,-76.9969534,CHORRILLOS,45,17,164,Funcionando
2542,Donde Freddy's,Comida Peruana,-12.1727897,-76.999012,CHORRILLOS,42,22,131,Funcionando
2543,El Campero,Comida Peruana,-12.1784773,-77.0092866,CHORRILLOS,42,24,114,Funcionando
2544,La Rinconada,Comida Peruana,-12.1895409,-77.0063116,CHORRILLOS,41,28,161,Funcionando
2545,Restaurante El Secreto Del Sabor NorteÃ±o,Comida Peruana,-12.1830834,-77.0002655,CHORRILLOS,38,22,80,Funcionando
2546,Restaurante Aquisito No Mas,Comida Peruana,-12.1943164,-76.9850853,CHORRILLOS,39,12,153,Funcionando
2547,Caldo De Gallina San Miguelito,Comida Peruana,-12.1835758,-77.000386,CHORRILLOS,43,23,125,Funcionando
2548,El Carbonazo,Polleria,-12.1702064,-77.0233447,CHORRILLOS,42,12,132,Funcionando
2549,Restaurante Cevicheria Puerto Palmeras,Mariscos,-12.1667628,-77.0215146,CHORRILLOS,41,23,154,Funcionando
2550,Restaurante El Pulpo Bebe,Mariscos,-12.1684666,-77.0291939,CHORRILLOS,44,8,93,Funcionando
2551,Brisa Marina,Mariscos,-12.1949288,-77.0139406,CHORRILLOS,41,11,143,Funcionando
2552,Restaurant Amazonas,Comida Peruana,-12.1777765,-77.0054246,CHORRILLOS,40,20,121,Funcionando
2553,El 9 Pollos a La Brasa,Pollería,-12.1725033,-77.0073875,CHORRILLOS,41,10,119,Funcionando
2554,Chiliâ€™s Plaza Lima Sur,Comida Mexicana,-12.1762381,-77.0120114,CHORRILLOS,41,4,80,Funcionando
2555,El Caracolito,Mariscos,-12.2039018,-77.0139495,CHORRILLOS,40,13,125,Funcionando
2556,Okey,Fast-Food,-12.1882874,-77.0074848,CHORRILLOS,39,21,94,Funcionando
2557,Chicharrones del Inca,Chicharroneria,-12.1971442,-77.0115477,CHORRILLOS,43,28,111,Funcionando
2558,CHIFA RONG CHENG,Comida China,-12.1892066,-77.0048777,CHORRILLOS,42,23,95,Funcionando
2559,Sangucheria Y Cafeteria LA LIBERTAD,Fast-Food,-12.1683613,-77.0257442,CHORRILLOS,44,30,137,Funcionando
2560,CocoÂ´s Burger Suc. Huaylas,Fast-Food,-12.1731759,-77.0200771,CHORRILLOS,41,7,90,Funcionando
2561,Sanguchon Campesino Matellini,Fast-Food,-12.1767274,-77.0068714,CHORRILLOS,39,18,130,Funcionando
2562,Coco's Burger Suc. Matellini,Fast-Food,-12.1773751,-77.0076672,CHORRILLOS,41,12,82,Funcionando
2563,El Gran Luigi,Fast-Food,-12.2048606,-77.0166875,CHORRILLOS,43,23,138,Funcionando
2564,Eco Pizza,Pizzeria,-12.1828003,-77.0108266,CHORRILLOS,44,24,166,Funcionando
2565,La Barra De Los Bravos,Polleria,-12.1679051,-77.0302366,CHORRILLOS,44,11,103,Funcionando
2566,Antojitos Rocio y Michael,Fast-Food,-12.1847222,-76.9909031,CHORRILLOS,38,8,161,Funcionando
2567,Sanguches Locos,Fast-Food,-12.2062508,-77.011386,CHORRILLOS,42,27,90,Funcionando
2568,Emilio & Gladys - Conchas Negras,Mariscos,-12.1702985,-77.0217777,CHORRILLOS,45,16,116,Funcionando
2569,Freddy Chicken,Polleria,-12.1834458,-77.0001328,CHORRILLOS,40,15,124,Funcionando
2570,Mr Sushi,Comida Asiatica,-12.1733679,-76.9924966,CHORRILLOS,39,20,116,Funcionando
2571,Carnivoro La Hamburgueseria,Fast-Food,-12.178912,-77.0103088,CHORRILLOS,42,6,143,Funcionando
2572,La Garrafa Restaurante,Comida Peruana,-12.1790781,-76.9972439,CHORRILLOS,38,8,129,Funcionando
2573,JAJU Pizzas Pastas,Pizzeria,-12.186678,-76.9904562,CHORRILLOS,35,7,96,Funcionando
2574,Pasaje Ciro Alegria distrito de Chorrillos,Comida Peruana,-12.1988001,-76.9960022,CHORRILLOS,50,25,143,Funcionando
2575,Chifa Li You,Comida China,-12.1823962,-76.9997972,CHORRILLOS,44,17,156,Funcionando
2576,Valle Costanera Chorrillos,Mariscos,-12.2118569,-77.0162811,CHORRILLOS,44,24,133,Funcionando
2577,VARA RESTAURANTE,Comida Peruana,-12.1687498,-77.0291445,CHORRILLOS,40,21,119,Funcionando
2578,Polleria Roky's,Polleria,-12.1950279,-77.0018907,CHORRILLOS,39,8,119,Funcionando
2579,Pizzeria Texas,Pizzeria,-12.182837,-76.999536,CHORRILLOS,42,5,148,Funcionando
2580,Cuchara Brava,Comida Peruana,-12.1843702,-77.0090945,CHORRILLOS,44,30,129,Funcionando
2581,Don Papas Chorrillos,Polleria,-12.1846913,-76.9981474,CHORRILLOS,38,15,112,Funcionando
2582,El Caldero Restaurante,Comida Peruana,-12.1723437,-77.0195698,CHORRILLOS,38,10,154,Funcionando
2583,Borrasca RestoBar,Comida Peruana,-12.1892376,-77.0139355,CHORRILLOS,43,18,85,Funcionando
2584,Cevicheria DCasa,Mariscos,-12.173655,-77.0209703,CHORRILLOS,50,5,102,Funcionando
2585,Cevicheria...el tiburon dorado en chorrillos...,Mariscos,-12.1700332,-77.024763,CHORRILLOS,50,5,142,Funcionando
2586,Sangucheria El Negro,Fast-Food,-12.1732638,-77.0205345,CHORRILLOS,44,3,111,Funcionando
2587,La 18 Comida Marina,Mariscos,-12.1945371,-77.0034646,CHORRILLOS,43,8,134,Funcionando
2588,La Nonna Vida - Chorrillos,Pizzeria,-12.179368,-76.9946128,CHORRILLOS,38,29,96,Funcionando
2589,Sanguches Locos,Fast-Food,-12.1775331,-77.0078777,CHORRILLOS,43,15,94,Funcionando
2590,La Panka Cedros de Villa,Comida Peruana,-12.1995393,-77.0116706,CHORRILLOS,41,22,162,Funcionando
2591,Las tinajas chorrillos,Polleria,-12.1951292,-77.0035626,CHORRILLOS,35,27,112,Funcionando
2592,Islandia - Buffet criollo marino,Mariscos,-12.1670233,-77.0259239,CHORRILLOS,39,11,139,Funcionando
2593,Restaurante El Suizo,Comida Peruana,-12.1746684,-77.0333514,CHORRILLOS,42,18,116,Funcionando
2594,El huarique de Pepo,Fast-Food,-12.1869769,-76.9895929,CHORRILLOS,48,3,105,Funcionando
2595,Alys Antojitos,Fast-Food,-12.1809724,-77.0206827,CHORRILLOS,45,8,144,Funcionando
2596,Little Caesars Chorrillos,Pizzeria,-12.1715411,-77.0219168,CHORRILLOS,45,7,102,Funcionando
2597,Salon de eventos Chorrillos,Comida Peruana,-12.1797076,-77.0102856,CHORRILLOS,43,15,153,Funcionando
2598,Rincon Chami Chorrillos,Comida Peruana,-12.176915,-77.0159773,CHORRILLOS,41,20,144,Funcionando
2599,Las Vegas City,Comida Peruana,-12.1727878,-77.0208325,CHORRILLOS,42,9,135,Funcionando
2600,La Sazon Del Lobo,Comida Peruana,-12.1690513,-77.0258568,CHORRILLOS,44,16,92,Funcionando
2601,El Sanguchon..pero de Chicharron,Cafeteria,-12.1681239,-77.0255672,CHORRILLOS,43,13,156,Funcionando
2602,Freddy Chifa,Comida China,-12.1831977,-76.999822,CHORRILLOS,38,17,152,Funcionando
2603,TacuTacu Restaurante,Comida Peruana,-12.1979651,-77.0114397,CHORRILLOS,46,4,111,Funcionando
2604,Restaurante Polleria Pico De Oro,Polleria,-12.1944659,-77.0205163,CHORRILLOS,41,27,108,Funcionando
2605,ACHOLADOS RESTAURANTE Cocina-Delivery,Fast-Food,-12.171189,-77.023155,CHORRILLOS,42,27,120,Funcionando
2606,Anticucheria Mami Yola,Fast-Food,-12.1695953,-77.0253399,CHORRILLOS,46,26,108,Funcionando
2607,Restaurante Cevicheria Valentina,Mariscos,-12.1832405,-77.0005833,CHORRILLOS,41,11,88,Funcionando
2608,Bembos,Fast-Food,-12.1972133,-77.0110493,CHORRILLOS,41,7,149,Funcionando
2609,CHIFA PASCUAL,Comida China,-12.187847,-76.9987234,CHORRILLOS,46,23,168,Funcionando
2610,Restaurant Cevicheria El Corsario,Mariscos,-12.1773188,-76.9977799,CHORRILLOS,36,17,133,Funcionando
2611,El Altillo Resto-Bar,Comida Peruana,-12.1750423,-77.0084784,CHORRILLOS,50,6,96,Funcionando
2612,puerto mangle,Mariscos,-12.1724175,-77.01973,CHORRILLOS,40,19,91,Funcionando
2613,Restaurante El Sabor Del Cielo,Comida Peruana,-12.1892943,-76.9945412,CHORRILLOS,37,27,160,Funcionando
2614,La Cueva Del Oso,Comida Peruana,-12.1857092,-77.0032332,CHORRILLOS,43,18,162,Funcionando
2615,ChinaWok,Comida China,-12.1721114,-77.0132643,CHORRILLOS,39,27,95,Funcionando
2616,Kriollaza,Comida Peruana,-12.1974214,-77.0104093,CHORRILLOS,39,7,125,Funcionando
2617,Alfredo's Pollos Y Parrillas,Polleria,-12.1839489,-77.0017293,CHORRILLOS,50,26,114,Funcionando
2618,Restaurante Nach,Comida Peruana,-12.1939303,-76.9858036,CHORRILLOS,10,7,133,Funcionando
2619,Marejada Chorrillos,Mariscos,-12.1670136,-77.0259317,CHORRILLOS,50,22,107,Funcionando
2620,POLLERIA Y RESTAURANT DJEAN,Polleria,-12.1817114,-77.0031015,CHORRILLOS,50,28,106,Funcionando
2621,El Pollo Del Morro,Polleria,-12.172679,-77.0205582,CHORRILLOS,39,22,115,Funcionando
2622,Los Faisanes Restaurant Chicharroneria,Chicharroneria,-12.1792494,-77.0008809,CHORRILLOS,50,14,142,Funcionando
2623,Chifa Centro,Comida China,-12.172816,-77.0207014,CHORRILLOS,39,6,140,Funcionando
2624,El Cevichito,Mariscos,-12.1781527,-77.0111332,CHORRILLOS,48,6,99,Funcionando
2625,El loco de pollo polleria Parrilla sandwicheria,Polleria,-12.1710337,-77.0086787,CHORRILLOS,39,28,147,Funcionando
2626,Restaurant & Pollos a la Brasa El Farolito,Polleria,-12.1680329,-77.0249577,CHORRILLOS,41,4,170,Funcionando
2627,Hamburgueseria REX BURGER,Fast-Food,-12.1876739,-76.9927065,CHORRILLOS,50,21,88,Funcionando
2628,Papa John's,Pizzeria,-12.1807179,-77.012707,CHORRILLOS,42,20,116,Funcionando
2629,Restaurant Cevicheria Miramar,Mariscos,-12.1972769,-76.999016,CHORRILLOS,38,29,155,Funcionando
2630,La Choza de la Anaconda Chorrillos,Comida Peruana,-12.1688029,-77.0264918,CHORRILLOS,37,22,163,Funcionando
2631,Bravazo Sangucheria Chorrillos,Fast-Food,-12.1676507,-77.0257423,CHORRILLOS,39,20,101,Funcionando
2632,DON BURGUEâ€™S,Fast-Food,-12.1850818,-76.9912593,CHORRILLOS,20,19,120,Funcionando
2633,Restaurant - Cevicheria El Piurano,Mariscos,-12.1848086,-77.005866,CHORRILLOS,40,25,130,Funcionando
2634,Chifa Restaurant El Lucero,Comida China,-12.1820534,-76.9989516,CHORRILLOS,50,11,113,Funcionando
2635,Burger King,Fast-Food,-12.1721848,-77.0131624,CHORRILLOS,44,17,96,Funcionando
2636,Chifa Estrella China,Comida China,-12.167573,-77.0253766,CHORRILLOS,40,16,108,Funcionando
2637,Popeye's,Polleria,-12.1731729,-76.9924932,CHORRILLOS,41,11,135,Funcionando
2638,Fermin - Pollo con Sabor a Peru,Polleria,-12.2026711,-77.0062346,CHORRILLOS,50,16,144,Funcionando
2639,Belu Chicharroneria,Chicharroneria,-12.1681239,-77.0255672,CHORRILLOS,44,7,150,Funcionando
2640,Mercadito de la curva,Comida Peruana,-12.1850256,-77.0060964,CHORRILLOS,10,4,162,Funcionando
2641,Chifa Fu Gui,Polleria,-12.1887403,-77.0072678,CHORRILLOS,44,14,81,Funcionando
2642,Fina Sazon - Restaurante,Comida Peruana,-12.166903,-77.0244783,CHORRILLOS,47,3,120,Funcionando
2643,Playas de Chorrillos,Mariscos,-12.1658377,-77.0310289,CHORRILLOS,50,24,116,Funcionando
2644,Pizzeria Artesanal - pizza De Jhon,Pizzeria,-12.1805433,-77.004723,CHORRILLOS,50,27,108,Funcionando
2645,El Rinconcito de Edita,Comida Peruana,-12.188819,-76.9943752,CHORRILLOS,50,26,127,Funcionando
2646,La Reina del Sur,Comida Peruana,-12.2004553,-77.0193498,CHORRILLOS,50,3,100,Funcionando
2647,Restaurante Â«LAS PALMERASÂ»,Comida Peruana,-12.1788919,-76.9957391,CHORRILLOS,48,26,144,Funcionando
2648,Chifa Chui - Costa Nueva,Comida China,-12.2036391,-77.0142791,CHORRILLOS,41,16,130,Funcionando
2649,Restaurant - Cevicheria Huaranguito,Mariscos,-12.182625,-77.0056619,CHORRILLOS,28,29,102,Funcionando
2650,Tio juan,Comida Peruana,-12.1972837,-77.0110418,CHORRILLOS,30,13,87,Funcionando
